time,close,Volume,Global M2 YoY % Change (USD),HR Raw,HR SMA Long,HR SMA Short,Oscillator,Capitulation,Miner Capitulation,Recovering,Recovered,Buy
1146441600,87174000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1149120000,82185000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1151712000,80985000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1154390400,81867000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1157068800,79942000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1159660800,78791000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1162339200,80280000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1164931200,85593000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1167609600,78257000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1170288000,77638000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1172707200,79633000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1175385600,79550000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1177977600,81865000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1180656000,79737000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1183248000,80275000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1185926400,83222000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1188604800,98081000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1191196800,92533000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1193875200,96810000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1196467200,92243000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1199145600,94098000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1201824000,96452000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1204329600,98805000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1207008000,92247000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1209600000,93029000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1212278400,91837000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1214870400,93978000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1217548800,93234000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1220227200,137685000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1222819200,266396000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1225497600,239049000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1228089600,238490000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1230768000,189522000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1233446400,177051000000,NaN,NaN,NaN,NaN,0.000006033333333333334,NaN,NaN,NaN,0,NaN,0
1235865600,181515000000,NaN,NaN,NaN,0.000005783333333333334,0.000005566666666666668,NaN,0,1,0,0,0
1238544000,212569000000,NaN,NaN,NaN,0.000005666666666666667,0.000005766666666666669,NaN,0,0,0,1,1
1241136000,211324000000,NaN,NaN,NaN,0.000005683333333333336,0.000005600000000000002,NaN,1,1,0,0,0
1243814400,220105000000,NaN,NaN,NaN,0.000004800000000000001,0.000004000000000000003,NaN,0,1,0,0,0
1246406400,245318000000,NaN,NaN,NaN,0.000003566666666666668,0.000003133333333333335,NaN,0,1,0,0,0
1249084800,220252000000,NaN,NaN,NaN,0.000002833333333333331,0.0000026,NaN,0,1,0,0,0
1251763200,226407000000,NaN,NaN,NaN,0.000003083333333333332,0.000003566666666666667,NaN,0,0,0,1,1
1254355200,235345000000,NaN,NaN,NaN,0.000003533333333333331,0.000003499999999999999,NaN,1,1,0,0,0
1257033600,234631000000,NaN,NaN,NaN,0.0000036166666666666645,0.0000037333333333333325,NaN,0,0,0,1,0
1259625600,237694000000,NaN,NaN,NaN,0.000005316666666666664,0.0000068000000000000035,NaN,0,0,0,0,0
1262304000,249695000000,NaN,NaN,NaN,0.000008649999999999997,0.000010400000000000005,NaN,0,0,0,0,0
1264982400,247966000000,NaN,NaN,NaN,0.000016016666666666672,0.000021933333333333336,NaN,0,0,0,0,0
1267401600,252336000000,NaN,NaN,NaN,0.00002960000000000001,0.000036500000000000006,NaN,0,0,0,0,0
1270080000,249906000000,NaN,NaN,NaN,0.00005580000000000001,0.0000751,NaN,0,0,0,0,0
1272672000,252302000000,NaN,NaN,NaN,0.00008858333333333336,0.00010006666666666666,NaN,0,0,0,0,0
1275350400,250671000000,NaN,NaN,NaN,0.0001195,0.00013893333333333337,NaN,0,0,0,0,0
1277942400,252152000000,NaN,NaN,NaN,0.0006820333333333333,0.0012220666666666667,NaN,0,0,0,0,0
1280620800,247709000000,NaN,NaN,NaN,0.0027244166666666667,0.004134566666666667,NaN,0,0,0,0,0
1283299200,244854000000,NaN,NaN,NaN,0.005788816666666667,0.007443066666666666,NaN,0,0,0,0,0
1285891200,244163000000,NaN,NaN,NaN,0.011889066666666667,0.016163766666666666,NaN,0,0,0,0,0
1288569600,245793000000,NaN,NaN,NaN,0.03228974999999999,0.04841573333333333,NaN,0,0,0,0,0
1291161600,246906000000,NaN,NaN,NaN,0.07710433333333332,0.1041677,NaN,0,0,0,0,0
1293840000,241619000000,NaN,NaN,NaN,0.12760534999999998,0.14923293333333332,NaN,0,0,0,0,0
1296518400,240835000000,NaN,NaN,NaN,0.21884291666666664,0.29212476666666665,NaN,0,0,0,0,0
1298937600,242484000000,NaN,NaN,NaN,0.4177605333333333,0.5370421000000001,NaN,0,0,0,0,0
1301616000,240221000000,NaN,NaN,NaN,0.62957195,0.7221018000000001,NaN,0,0,0,0,0
1304208000,239608000000,NaN,NaN,NaN,1.5025517833333335,2.2703333333333333,NaN,0,0,0,0,0
1306886400,236159000000,NaN,NaN,NaN,5.210666666666666,8.151,NaN,0,0,0,0,0
1309478400,237843000000,NaN,NaN,NaN,10.479166666666664,12.548333333333336,NaN,0,0,0,0,0
1312156800,240199000000,NaN,NaN,NaN,12.792499999999997,12.923333333333337,NaN,0,0,0,0,0
1314835200,243044000000,NaN,NaN,NaN,12.558499999999993,12.193666666666674,NaN,1,1,0,0,0
1317427200,256207000000,NaN,NaN,NaN,10.776999999999997,9.34300000000001,NaN,0,1,0,0,0
1320105600,281859000000,NaN,NaN,NaN,8.800166666666666,8.257333333333332,NaN,0,1,0,0,0
1322697600,290246000000,NaN,NaN,NaN,8.303000000000004,8.321666666666664,NaN,0,0,0,1,1
1325376000,301472000000,NaN,NaN,NaN,8.950166666666679,9.552666666666662,NaN,0,0,0,0,0
1328054400,321228000000,NaN,NaN,NaN,9.89616666666668,10.272333333333334,NaN,0,0,0,0,0
1330560000,334150000000,NaN,NaN,NaN,10.834833333333341,11.37833333333333,NaN,0,0,0,0,0
1333238400,351251000000,NaN,NaN,NaN,11.27650000000001,11.174666666666667,NaN,1,1,0,0,0
1335830400,356177000000,NaN,NaN,NaN,11.393166666666678,11.580000000000007,NaN,0,0,0,1,1
1338508800,360367000000,NaN,41.24199617911077,NaN,11.969833333333343,12.359666666666671,NaN,0,0,0,0,0
1341100800,372565000000,NaN,37.00203155675355,NaN,13.19050000000001,14.009333333333336,NaN,0,0,0,0,0
1343779200,386729000000,NaN,38.577350295129385,NaN,15.681833333333339,17.335333333333335,NaN,0,0,0,0,0
1346457600,399508000000,NaN,39.8633523432763,NaN,19.229333333333333,21.12333333333333,NaN,0,0,0,0,0
1349049600,413868000000,NaN,38.94821551110348,NaN,22.014999999999997,22.929666666666662,NaN,0,0,0,0,0
1351728000,414839000000,NaN,38.06662950156985,NaN,23.865333333333332,24.80099999999999,NaN,0,0,0,0,0
1354320000,410381000000,NaN,41.81816912624138,NaN,23.670166666666667,22.326999999999998,NaN,1,1,0,0,0
1356998400,404517000000,NaN,43.05322487378036,NaN,22.23533333333334,22.152333333333328,NaN,0,1,0,0,0
1359676800,402431000000,NaN,47.558811343959505,NaN,24.99766666666666,27.980999999999995,NaN,0,0,0,1,0
1362096000,404061000000,NaN,46.59413046278087,NaN,36.09016666666666,43.971,NaN,0,0,0,0,1
1364774400,403858000000,NaN,41.74730833144834,NaN,55.591333333333324,67.21166666666667,NaN,0,0,0,0,0
1367366400,403771000000,NaN,42.16217621721205,NaN,77.87183333333333,88.26966666666667,NaN,0,0,0,0,0
1370044800,404092000000,NaN,44.01031815693601,NaN,116.16433333333335,144.059,NaN,0,0,0,0,0
1372636800,404889000000,NaN,43.91578271369806,NaN,186.25583333333333,227.21833333333328,NaN,0,0,0,0,0
1375315200,404591000000,NaN,41.89555617920906,NaN,344.91183333333333,458.8763333333333,NaN,0,0,0,0,0
1377993600,389603000000,NaN,37.360022291360586,NaN,716.3818333333332,973.8873333333336,NaN,0,0,0,0,0
1380585600,389027000000,NaN,39.580740458846925,NaN,1728.5414999999996,2461.023,NaN,0,0,0,0,0
1383264000,388921000000,NaN,36.34022466616382,NaN,3548.186333333333,4635.349666666667,NaN,0,0,0,0,0
1385856000,388800000000,NaN,35.93554111069334,NaN,6613.009666666666,8496.441333333334,NaN,0,0,0,0,0
1388534400,389035000000,NaN,35.10445440299137,NaN,11993.323,15273.533000000003,NaN,0,0,0,0,0
1391212800,389941000000,NaN,34.68618766200845,NaN,19409.753666666667,24094.936666666672,NaN,0,0,0,0,0
1393632000,390086000000,NaN,32.677953929760726,NaN,29877.411666666667,35398.42333333335,NaN,0,0,0,0,0
1396310400,390058000000,NaN,36.55515321809017,NaN,44208.93550000001,53019.44766666668,NaN,0,0,0,0,0
1398902400,390331000000,NaN,35.522652520494304,NaN,63218.29033333334,72481.24933333331,NaN,0,0,0,0,0
1401580800,390686000000,NaN,36.575727934015525,NaN,89306.85383333333,106132.45833333333,NaN,0,0,0,0,0
1404172800,391087000000,NaN,38.81726711995396,NaN,120287.3101666667,133691.23066666664,NaN,0,0,0,0,0
1406851200,390768000000,NaN,37.06692144105458,NaN,155307.45283333334,175845.99966666667,NaN,0,0,0,0,0
1409529600,390499000000,NaN,37.06734690085938,NaN,204485.91933333335,233125.83900000004,NaN,0,0,0,0,0
1412121600,390836000000,NaN,35.27692788739248,NaN,250776.66766666676,265678.4016666667,NaN,0,0,0,0,0
1414800000,391296000000,NaN,30.531698813289328,NaN,277866.7068333332,290055.0120000001,NaN,0,0,0,0,0
1417392000,391852000000,NaN,28.32634806423207,NaN,289370.82499999984,289512.01766666677,NaN,0,0,0,0,0
1420070400,392156000000,NaN,24.13251641620049,NaN,299327.72566666646,308164.5086666668,NaN,0,0,0,0,0
1422748800,392673000000,NaN,21.186017446995987,NaN,319461.2281666667,330291.4086666668,NaN,0,0,0,0,0
1425168000,395056000000,NaN,23.65093770927973,NaN,338727.735,345882.79733333364,NaN,0,0,0,0,0
1427846400,398075000000,NaN,24.21131275040607,NaN,344044.2823333334,342205.7673333336,NaN,1,1,0,0,0
1430438400,402235000000,NaN,22.55089322348852,NaN,345537.7273333335,347476.8626666668,NaN,0,0,0,1,1
1433116800,402803000000,NaN,21.91910116456126,NaN,351707.2033333335,355937.54400000017,NaN,0,0,0,0,0
