time,close,Volume,Global M2 YoY % Change (USD),HR Raw,HR SMA Long,HR SMA Short,Oscillator,Capitulation,Miner Capitulation,Recovering,Recovered,Buy
944006400,3534980000000.0005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
946684800,3452950000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
949363200,3444390000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
951868800,3470268000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
954547200,3483893000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
957139200,3458447000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
959817600,3561091000000.0005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
962409600,3604232000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
965088000,3626910000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
967766400,3661904000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
970358400,3706553000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
973036800,3747491000000.0005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
975628800,3939536000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
978307200,3867151000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
980985600,3714333999999.9995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
983404800,3709751999999.9995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
986083200,3831383999999.9995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
988675200,3832492000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
991353600,3945826999999.9995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
993945600,3974125000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
996624000,4014146000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1001894400,4107826999999.9995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1007164800,4254064000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1009843200,4531103000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1012521600,4595295000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1014940800,4704817000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1017619200,4744911000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1020211200,4676810000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1022889600,4661282000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1025481600,4712708000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1028160000,4774736000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1030838400,4826390000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1033430400,4862432000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1036108800,4909617000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1038700800,5110758000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1041379200,5233655000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1044057600,5217884000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1046476800,5280717000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1049155200,5469462000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1051747200,5374383000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1054425600,5429066000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1057017600,5508441000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1059696000,5674345000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
